Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week,Division
New Hampshire,Massachusetts-Lowell,0,0,Am East,Am East,7,d1
New Mexico,Colorado College,2,1,Mountain West,Mountain West,7,d1
Northern Illinois,Ohio University,1,3,MAC,MAC,7,d1
Northwestern,Illinois,0,0,Big Ten,Big Ten,7,d1
Oklahoma State,UCF,2,1,Big 12,Big 12,7,d1
Omaha,Oral Roberts,2,1,Summit,Summit,7,d1
Purdue,Iowa,0,4,Big Ten,Big Ten,7,d1
Rhode Island,Davidson,0,1,A10,A10,7,d1
Sacred Heart,LIU,0,3,Northeast,Northeast,7,d1
Samford,VMI,3,0,Southern,Southern,7,d1
San Diego State,Air Force,0,1,Mountain West,Mountain West,7,d1
San Jose State,UNLV,3,0,Mountain West,Mountain West,7,d1
Seattle,UTRGV,0,2,WAC,WAC,7,d1
Seton Hall,St. John's,0,1,Big East,Big East,7,d1
South Dakota,North Dakota,2,0,Summit,Summit,7,d1
South Dakota State,North Dakota State,1,0,Summit,Summit,7,d1
South Florida,East Carolina,0,2,AAC,AAC,7,d1
Southern Illinois,Evansville,1,1,MVC,MVC,7,d1
Southern Utah,Grand Canyon,1,4,WAC,WAC,7,d1
St. Thomas (Minn.),Denver,2,1,Summit,Summit,7,d1
Stetson,Queens (N.C.),1,2,Atlantic Sun,Atlantic Sun,7,d1
TCU,Kansas State,0,2,Big 12,Big 12,7,d1
Temple,Charlotte,3,0,AAC,AAC,7,d1
Toledo,Ball State,2,1,MAC,MAC,7,d1
Towson,Stony Brook,3,0,CAA,CAA,7,d1
Tulsa,Rice,1,2,AAC,AAC,7,d1
UC Davis,Long Beach State,1,0,Big West,Big West,7,d1
UC Santa Barbara,UC Riverside,2,1,Big West,Big West,7,d1
UIC,Murray State,1,0,MVC,MVC,7,d1
UMBC,NJIT,1,2,Am East,Am East,7,d1
UTSA,North Texas,0,2,AAC,AAC,7,d1
Utah,Oregon State,2,2,Pac-12,Pac-12,7,d1
Utah State,Colorado State,0,1,Mountain West,Mountain West,7,d1
Utah Tech,California Baptist,2,2,WAC,WAC,7,d1
Utah Valley,Stephen F. Austin,10,0,WAC,WAC,7,d1
Valparaiso,Missouri State,0,0,MVC,MVC,7,d1
Vermont,Bryant,0,1,Am East,Am East,7,d1
Western Carolina,UNC Greensboro,0,4,Southern,Southern,7,d1
Xavier,Villanova,0,1,Big East,Big East,7,d1
Florida State,Miami (FL),0,2,ACC,ACC,7,d1
Kentucky,Alabama,1,2,SEC,SEC,7,d1
Auburn,South Carolina,2,1,SEC,SEC,7,d1
Appalachian State,Georgia Southern,0,1,Sun Belt,Sun Belt,7,d1
Arkansas Pine Bluff,Alabama A&M,1,0,SWAC,SWAC,7,d1
Georgia,Vanderbilt,2,1,SEC,SEC,7,d1
Georgia State,Texas State,0,1,Sun Belt,Sun Belt,7,d1
Grambling State,Alabama State,1,4,SWAC,SWAC,7,d1
Hawaii,UC San Diego,2,4,Big West,Big West,7,d1
Houston Christian,Texas A&M-Corpus Christi,0,1,Southland,Southland,7,d1
Idaho State,Northern Colorado,1,1,Big Sky,Big Sky,7,d1
LSU,Florida,0,4,SEC,SEC,7,d1
Lamar,Nicholls,5,1,Southland,Southland,7,d1
Middle Tennessee,Chicago State,0,8,C-USA,Indep.,7,d1
Mississippi State,Tennessee,3,3,SEC,SEC,7,d1
Northern Arizona,Weber State,1,4,Big Sky,Big Sky,7,d1
Northwestern State,McNeese State,2,0,Southland,Southland,7,d1
Prairie View A&M,Mississippi Valley,0,1,SWAC,SWAC,7,d1
Southeastern Louisiana,Texas A&M-Commerce,0,2,Southland,Southland,7,d1
Texas A&M,Mississippi,0,4,SEC,SEC,7,d1
Texas Southern,Alcorn State,4,2,SWAC,SWAC,7,d1
Virginia Tech,Wake Forest,2,0,ACC,ACC,7,d1
Western Kentucky,Florida International,1,1,C-USA,C-USA,7,d1
NC State,North Carolina,4,0,ACC,ACC,7,d1
Clemson,Syracuse,1,5,ACC,ACC,7,d1
Notre Dame,Louisville,0,3,ACC,ACC,7,d1
Brown,Princeton,2,1,Ivy,Ivy,7,d1
Pittsburgh,Boston College,2,0,ACC,ACC,7,d1
Columbia,Harvard,2,0,Ivy,Ivy,7,d1
Liberty,New Mexico State,0,2,C-USA,C-USA,7,d1
Charleston Southern,Radford,1,0,Big South,Big South,7,d1
Dartmouth,Cornell,0,1,Ivy,Ivy,7,d1
Gardner-Webb,USC Upstate,1,2,Big South,Big South,7,d1
Gonzaga,San Diego,5,0,WCC,WCC,7,d1
Holy Cross,Bucknell,0,0,Patriot,Patriot,7,d1
Lafayette,American,2,0,Patriot,Patriot,7,d1
Louisiana,James Madison,4,0,Sun Belt,Sun Belt,7,d1
Loyola (MD),Colgate,0,4,Patriot,Patriot,7,d1
Mount St. Mary's,Saint Peter's,1,0,MAAC,MAAC,7,d1
Niagara,Fairfield,2,1,MAAC,MAAC,7,d1
Northern Kentucky,Wisconsin-Milwaukee,3,1,Horizon,Horizon,7,d1
Old Dominion,Southern Mississippi,0,4,Sun Belt,Sun Belt,7,d1
Penn,Yale,1,1,Ivy,Ivy,7,d1
Presbyterian,High Point,4,0,Big South,Big South,7,d1
Purdue Fort Wayne,Youngstown State,2,1,Horizon,Horizon,7,d1
Rider,Quinnipiac,0,1,MAAC,MAAC,7,d1
Robert Morris,Detroit Mercy,2,1,Horizon,Horizon,7,d1
San Francisco,St. Mary's (CA),2,0,WCC,WCC,7,d1
Santa Clara,Pepperdine,1,0,WCC,WCC,7,d1
Troy,Marshall,2,1,Sun Belt,Sun Belt,7,d1
UNC Asheville,Longwood,1,1,Big South,Big South,7,d1
Utah Valley,UTRGV,1,4,WAC,WAC,7,d1
Wisconsin-Green Bay,Cleveland State,1,1,Horizon,Horizon,7,d1
Wright State,Oakland,0,1,Horizon,Horizon,7,d1
Michigan State,Penn State,1,2,Big Ten,Big Ten,7,d1
Washington State,UCLA,2,0,Pac-12,Pac-12,7,d1
Stanford,Arizona,0,3,Pac-12,Pac-12,7,d1
Washington,USC,0,3,Pac-12,Pac-12,7,d1
Georgetown,DePaul,0,1,Big East,Big East,7,d1
Texas Tech,Cincinnati,3,0,Big 12,Big 12,7,d1
Indiana,Minnesota,0,0,Big Ten,Big Ten,7,d1
Virginia,Duke,1,1,ACC,ACC,7,d1
Oregon State,Colorado,2,1,Pac-12,Pac-12,7,d1
Kansas,Texas,1,2,Big 12,Big 12,7,d1
VCU,Saint Louis,1,0,A10,A10,7,d1
Abilene Christian,Tarleton State,1,2,WAC,WAC,7,d1
Akron,Northern Illinois,1,0,MAC,MAC,7,d1
Albany,New Hampshire,2,1,Am East,Am East,7,d1
Arkansas Pine Bluff,Alabama State,3,0,SWAC,SWAC,7,d1
Austin Peay,North Alabama,0,1,Atlantic Sun,Atlantic Sun,7,d1
Bellarmine,North Florida,1,1,Atlantic Sun,Atlantic Sun,7,d1
Boise State,Colorado State,1,4,Mountain West,Mountain West,7,d1
Bryant,Binghamton,1,1,Am East,Am East,7,d1
CSU Bakersfield,Long Beach State,3,0,Big West,Big West,7,d1
Cal Poly,UC Riverside,3,1,Big West,Big West,7,d1
California,Arizona State,1,1,Pac-12,Pac-12,7,d1
Campbell,UNC Wilmington,0,0,CAA,CAA,7,d1
Canisius,Iona University,0,3,MAAC,MAAC,7,d1
Coastal Carolina,Arkansas State,1,2,Sun Belt,Sun Belt,7,d1
Connecticut,Marquette,0,0,Big East,Big East,7,d1
Delaware,College of Charleston,0,0,CAA,CAA,7,d1
Delaware State,Central Connecticut,5,0,Northeast,Northeast,7,d1
Drexel,Monmouth,0,1,CAA,CAA,7,d1
Eastern Kentucky,Jacksonville,0,0,Atlantic Sun,Atlantic Sun,7,d1
Eastern Michigan,Buffalo,3,3,MAC,MAC,7,d1
Evansville,Belmont,1,1,MVC,MVC,7,d1
FGCU,Queens (N.C.),1,1,Atlantic Sun,Atlantic Sun,7,d1
Fairleigh Dickinson,St. Francis (Pa.),0,2,Northeast,Northeast,7,d1
Fordham,Davidson,0,1,A10,A10,7,d1
George Mason,Rhode Island,3,0,A10,A10,7,d1
George Washington,Dayton,1,4,A10,A10,7,d1
Grambling State,Alabama A&M,4,0,SWAC,SWAC,7,d1
Hampton University,Towson,3,0,CAA,CAA,7,d1
Hawaii,UC Irvine,0,1,Big West,Big West,7,d1
Hofstra,Northeastern,1,0,CAA,CAA,7,d1
Houston,West Virginia,2,1,Big 12,Big 12,7,d1
Houston Christian,McNeese State,2,1,Southland,Southland,7,d1
Howard,Stonehill,1,1,Northeast,Northeast,7,d1
Idaho,Montana,2,0,Big Sky,Big Sky,7,d1
Idaho State,Northern Arizona,4,1,Big Sky,Big Sky,7,d1
Illinois State,Southern Illinois,0,1,MVC,MVC,7,d1
Incarnate Word,Texas A&M-Corpus Christi,1,3,Southland,Southland,7,d1
Iowa,Rutgers,1,0,Big Ten,Big Ten,7,d1
Kansas State,Baylor,2,0,Big 12,Big 12,7,d1
Le Moyne,Wagner,1,0,Northeast,Northeast,7,d1
Lehigh,Army,1,0,Patriot,Patriot,7,d1
Lipscomb,Central Arkansas,0,1,Atlantic Sun,Atlantic Sun,7,d1
Little Rock,Lindenwood,1,2,OVC,OVC,7,d1
Louisiana-Monroe,South Alabama,1,1,Sun Belt,Sun Belt,7,d1
Maine,UMBC,2,2,Am East,Am East,7,d1
Manhattan,Marist,1,0,MAAC,MAAC,7,d1
Massachusetts,Loyola-Chicago,1,4,A10,A10,7,d1
Mercer,East Tennessee State,0,1,Southern,Southern,7,d1
Merrimack,Sacred Heart,1,0,Northeast,Northeast,7,d1
Miami (OH),Kent State,0,1,MAC,MAC,7,d1
Michigan,Maryland,4,0,Big Ten,Big Ten,7,d1
Navy,Boston University,3,2,Patriot,Patriot,7,d1
Nevada,San Jose State,2,0,Mountain West,Mountain West,7,d1
New Mexico,Air Force,2,1,Mountain West,Mountain West,7,d1
Nicholls,Texas A&M-Commerce,1,2,Southland,Southland,7,d1
Northern Colorado,Weber State,0,0,Big Sky,Big Sky,7,d1
Northern Iowa,Indiana State,2,0,MVC,MVC,7,d1
Northwestern,Nebraska,3,2,Big Ten,Big Ten,7,d1
Ohio State,Illinois,2,1,Big Ten,Big Ten,7,d1
Ohio University,Bowling Green,2,0,MAC,MAC,7,d1
Oklahoma,UCF,2,1,Big 12,Big 12,7,d1
Omaha,Denver,0,0,Summit,Summit,7,d1
Oregon,Utah,4,2,Pac-12,Pac-12,7,d1
Portland State,Sacramento State,1,0,Big Sky,Big Sky,7,d1
Prairie View A&M,Alcorn State,1,2,SWAC,SWAC,7,d1
Providence,Creighton,1,3,Big East,Big East,7,d1
Richmond,St. Bonaventure,2,1,A10,A10,7,d1
SIUE,Southeast Missouri State,1,0,OVC,OVC,7,d1
Saint Joseph's,La Salle,2,0,A10,A10,7,d1
Sam Houston State,Louisiana Tech,1,2,C-USA,C-USA,7,d1
San Diego State,Colorado College,3,1,Mountain West,Mountain West,7,d1
Seattle,Stephen F. Austin,2,0,WAC,WAC,7,d1
Seton Hall,Xavier,1,1,Big East,Big East,7,d1
South Dakota State,North Dakota,1,3,Summit,Summit,7,d1
Southeastern Louisiana,Lamar,0,1,Southland,Southland,7,d1
Southern Indiana,Morehead State,2,1,OVC,OVC,7,d1
Southern Utah,California Baptist,0,2,WAC,WAC,7,d1
St. John's,Villanova,0,2,Big East,Big East,7,d1
St. Thomas (Minn.),North Dakota State,0,0,Summit,Summit,7,d1
Stetson,Kennesaw State,0,1,Atlantic Sun,Atlantic Sun,7,d1
TCU,Oklahoma State,1,0,Big 12,Big 12,7,d1
Tennessee Tech,Eastern Illinois,3,1,OVC,OVC,7,d1
Texas Southern,Mississippi Valley,5,0,SWAC,SWAC,7,d1
Toledo,Central Michigan,1,0,MAC,MAC,7,d1
UC Davis,UC San Diego,1,3,Big West,Big West,7,d1
UC Santa Barbara,Cal State Fullerton,1,1,Big West,Big West,7,d1
UIC,Missouri State,3,0,MVC,MVC,7,d1
UMKC,Oral Roberts,5,2,Summit,Summit,7,d1
UNC Greensboro,Samford,3,0,Southern,Southern,7,d1
UNLV,Fresno State,0,0,Mountain West,Mountain West,7,d1
UT Chattanooga,Furman,1,1,Southern,Southern,7,d1
UT Martin,Western Illinois,1,1,OVC,OVC,7,d1
UTEP,Jacksonville State,0,1,C-USA,C-USA,7,d1
Utah State,Wyoming,2,1,Mountain West,Mountain West,7,d1
Utah Tech,Grand Canyon,1,1,WAC,WAC,7,d1
VMI,The Citadel,2,3,Southern,Southern,7,d1
Valparaiso,Murray State,1,1,MVC,MVC,7,d1
Vermont,Massachusetts-Lowell,1,6,Am East,Am East,7,d1
Western Carolina,Wofford,0,5,Southern,Southern,7,d1
Western Kentucky,Chicago State,0,2,C-USA,Indep.,7,d1
Western Michigan,Ball State,2,2,MAC,MAC,7,d1
William & Mary,Stony Brook,4,0,CAA,CAA,7,d1
Wisconsin,Purdue,2,1,Big Ten,Big Ten,7,d1
